ID,nomeArtistico,generoMusical,descricao,categoria,youtube,instagram,status,valorTipoEvento,endereco,notaMedia,QtdDeVotos,QtdDeEventosPresente,QtdDeStrike,SequenciaDeEventoSeguido,QtdDeVisualizacoes,QtdVisualizacoesSucesso
504,Rescate,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de Brega,Banda,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/caramelotdp/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,37,85,0,7,263,216
505,Los Rodríguez,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda de brega,Dupla,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""1251216"", ""numero"": '85', ""logradouro"": ""Rua da paz"", ""bairro"": ""Recife Antigo"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,34,83,0,6,424,342
506,Satelite Kingston,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda Instrumental,Dupla,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/caramelotdp/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54330212"", ""numero"": '311', ""logradouro"": ""Primeira Rua do Colégio"", ""bairro"": ""Prazeres"", ""cidade"": ""Jaboatão dos Guarararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,52,68,1,6,331,91
507,Serú Girán,"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda Clássica,outros,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/caramelotdp/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""53441301"", ""numero"": '31', ""logradouro"": ""Travessa Oitenta e Quatro"", ""bairro"": ""Maranguape I"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,29,197,0,7,384,249
508,Skiltron,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de Baião,Solo,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/kevinho/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""53404040"", ""numero"": '431', ""logradouro"": ""Rua Tuela"", ""bairro"": ""Tabajara"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,31,160,0,7,479,288
509,Soda Stereo,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda de Baião,Dupla,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,13,150,1,9,257,178
510,Spinetta Jade,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda de Funk,Dupla,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/kevinho/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,15,56,0,0,248,114
511,Suéter (banda),"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de Jazz,Dupla,https://www.youtube.com/watch?v=TMOke-IyDfU,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""1251216"", ""numero"": '85', ""logradouro"": ""Rua da paz"", ""bairro"": ""Recife Antigo"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",2,41,200,1,8,225,217
512,Sui Generis,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de ritmos nordestinos,Dupla,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54330212"", ""numero"": '311', ""logradouro"": ""Primeira Rua do Colégio"", ""bairro"": ""Prazeres"", ""cidade"": ""Jaboatão dos Guarararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,93,95,1,2,314,256
513,Sumo (banda),"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda anos 70,Dupla,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/kevinho/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""53441301"", ""numero"": '31', ""logradouro"": ""Travessa Oitenta e Quatro"", ""bairro"": ""Maranguape I"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,103,159,1,5,293,189
514,Tanghetto,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda de brega,Banda,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Desativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""53404040"", ""numero"": '431', ""logradouro"": ""Rua Tuela"", ""bairro"": ""Tabajara"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",3,101,188,0,5,475,199
515,Teen Angels,"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de Pop,Orquestra,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,111,200,0,6,249,206
516,Triddana,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda Clássica,outros,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/caramelotdp/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,34,51,0,10,391,367
517,Galleta,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda de brega,Banda,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/caramelotdp/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""1251216"", ""numero"": '85', ""logradouro"": ""Rua da paz"", ""bairro"": ""Recife Antigo"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",3,83,115,0,6,483,220
518,Trío Galleta,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda Instrumental,Dupla,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Desativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54330212"", ""numero"": '311', ""logradouro"": ""Primeira Rua do Colégio"", ""bairro"": ""Prazeres"", ""cidade"": ""Jaboatão dos Guarararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,31,128,1,0,232,138
519,Turf (banda),"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de ritmos nordestinos,outros,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""53441301"", ""numero"": '31', ""logradouro"": ""Travessa Oitenta e Quatro"", ""bairro"": ""Maranguape I"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",2,23,84,0,0,301,177
520,Los Twist,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de ritmos nordestinos,Banda,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/palittointimistas/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""53404040"", ""numero"": '431', ""logradouro"": ""Rua Tuela"", ""bairro"": ""Tabajara"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,48,78,0,5,93,83
521,Viejas Locas,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda de forró,Orquestra,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,48,123,0,7,353,247
522,Virus (banda),"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda de brega,Dupla,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/caramelotdp/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,36,153,0,6,244,170
523,Vox Dei (banda da Argentina),"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda Clássica,Dupla,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""1251216"", ""numero"": '85', ""logradouro"": ""Rua da paz"", ""bairro"": ""Recife Antigo"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",3,29,68,0,10,210,97
524,Zona Ganjah,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de Brega,Dupla,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54330212"", ""numero"": '311', ""logradouro"": ""Primeira Rua do Colégio"", ""bairro"": ""Prazeres"", ""cidade"": ""Jaboatão dos Guarararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,97,143,1,9,335,178
525,Adagio (banda),"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda Clássica,Dupla,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""53441301"", ""numero"": '31', ""logradouro"": ""Travessa Oitenta e Quatro"", ""bairro"": ""Maranguape I"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",2,15,58,0,3,128,103
526,ADX,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda Instrumental,Dupla,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""53404040"", ""numero"": '431', ""logradouro"": ""Rua Tuela"", ""bairro"": ""Tabajara"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,112,115,1,5,222,206
527,Aes Dana,"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de forró,Orquestra,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/palittointimistas/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,72,184,0,2,499,416
528,Air (banda),"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de ritmos nordestinos,Banda,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/palittointimistas/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",2,56,174,0,4,387,357
